case_id,description,hc,co,co2,o2,nox,lambda_analyser,stft_b1,ltft_b1,stft_b2,ltft_b2,obd_lambda,o2_upstream_classification,o2_downstream_voltage,map,maf,rpm,ect,vehicle_speed,fuel_pressure,dtcs,ff_ect,ff_rpm,ff_load,ff_map,ff_stft_b1,ff_ltft_b1,ff_dtcs,engine_temp,primary_symptom,fuel_type,induction_type,altitude_band,emission_class,mileage_bracket,oil_consumption,ignition_age,bank_config,expected_top_fault,expected_top_fault_family,expected_state,expected_confidence_min,expected_confidence_max,expected_demotion_note_contains,expected_perception_gap,reasoning,hc_2500,co_2500,co2_2500,o2_2500,nox_2500,lambda_2500
CASE-023,FF ECT=68°C after 20min drive; ECU stays in warm-up enrichment map; P0128 set at cruise; CO and HC elevated from rich map,220,0.6,13.0,0.5,50,0.92,-8,-5,,,0.96,,,,3.5,,,,,P0128,68,1800,35,,,,,cold,,petrol,,,,,,,single,Thermostat_Stuck_Open_ECT68_Enrichment,rich_mixture,named_fault,0.73,0.93,,false,HC 220 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 0.6%: mild rich / pre-cat normal (0.5–1.5%). CO2 13%: healthy without-cat reference (13–14.5%). O2 0.5%: typical pre-cat residual (0.5–1.5%). NOx 50 ppm: low — rich quench or idle without thermal load. λ 0.92: rich (≤0.95) — chemistry says excess fuel.,,,,,,
CASE-024,Coil-4 breaks down at high load/temp; FF=4500RPM 85% LOAD confirms load-dependent fault; HC+O2 signature of dead cylinder,800,0.4,12.0,4.0,35,1.17,12,8,,,1.15,,,,3.5,,,,,P0304,90,4500,85,,,,,normal,,petrol,,,,,,,single,High_Load_Ignition_Coil_Breakdown_P0304,misfire,named_fault,0.75,0.95,,false,"HC 800 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 0.4%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 12%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 4%: clearly elevated (1.5–4%) — lean tail or misfire. NOx 35 ppm: low — rich quench or idle without thermal load. λ 1.17: lean (≥1.05) — Brettschneider chemistry. Pattern: HC↑ + O2↑ + CO≈0 → lean misfire (rule 2): the fuel never lit.",,,,,,
CASE-025,Idle normal; rich only at 2500RPM cruise; FF=2200RPM 55% LOAD; purge duty=95%; vapor floods intake under engine load,40,0.2,14.0,0.4,45,1.0,-18,-12,,,0.97,,,,3.5,,,,,P0172,90,2200,55,,,,,normal,,petrol,,,,,,,single,EVAP_Purge_Valve_Stuck_Open_Cruise_Rich,lean_condition,named_fault,0.70,0.90,,false,"HC 40 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.2%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 14%: healthy without-cat reference (13–14.5%). O2 0.4%: low — rich consumed the oxygen, or perfect stoich. NOx 45 ppm: low — rich quench or idle without thermal load. λ 1: in the catalyst window (0.97–1.03).",280,1.5,12.8,0.6,40,0.85
CASE-026,Engine healthy; cat heater circuit failed; cat below 300°C light-off even at speed; downstream O2 fluctuating; P0420 set,25,0.1,14.5,0.3,40,1.0,0,0,,,1.0,,0.45,,3.5,,,,,P0420,90,2500,55,,,,,normal,,petrol,,,,,,,single,Catalyst_Below_Lightoff_Heater_Failure,catalyst_failure,named_fault,0.70,0.90,,false,"HC 25 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.1%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 14.5%: at or near the efficient ceiling (≥14.5% with cat). O2 0.3%: low — rich consumed the oxygen, or perfect stoich. NOx 40 ppm: low — rich quench or idle without thermal load. λ 1: in the catalyst window (0.97–1.03).",,,,,,
CASE-027,Boot tears under torque at WOT; FF=100% LOAD 35km/h confirms load-dependent; lambda severely lean at 2500RPM from unmetered air ingestion,20,0.05,11.0,4.0,150,1.22,22,18,,,1.2,,,,3.0,,,,,P0101,90,2000,100,,,,,normal,,petrol,,,,,,,single,Intake_Boot_Tear_WOT_Load_Lean_P0101,lean_condition,named_fault,0.73,0.93,,false,"HC 20 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.05%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 11%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 4%: clearly elevated (1.5–4%) — lean tail or misfire. NOx 150 ppm: moderate idle/light-load combustion temperature. λ 1.22: lean (≥1.05) — Brettschneider chemistry. Pattern: CO≈0 + O2↑ + HC normal → exhaust/sample air leak (master_gas_guide §8.1 row 2), not true lean.",25,0.01,9.0,6.5,200,1.45
CASE-028,Perfect gas; AC=ON raises load to 45%; compressor cyclic vibration causes CKP jitter; P0300 hallucination; gas rules out combustion fault,10,0.06,15.3,0.2,25,1.0,0,0,,,1.0,,,,3.5,,,,,P0300,90,850,45,,,,,normal,running_rough,petrol,,,,,,,single,Ghost_Misfire_AC_Compressor_Vibration,misfire,named_fault,0.80,0.99,,true,"HC 10 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.06%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 15.3%: at or near the efficient ceiling (≥14.5% with cat). O2 0.2%: low — rich consumed the oxygen, or perfect stoich. NOx 25 ppm: low — rich quench or idle without thermal load. λ 1: in the catalyst window (0.97–1.03).",,,,,,
CASE-029,Tank at 5%; fuel slosh exposes pump inlet to air; intermittent lean spikes; LTFT+25% from repeated lean corrections,80,0.03,11.5,4.0,280,1.18,18,25,,,1.15,,,,3.3,,,,,P0171,90,900,20,,,,,normal,,petrol,,,,,,,single,Fuel_Slosh_Low_Tank_Air_Suction_P0171,rich_mixture,named_fault,0.65,0.85,,false,"HC 80 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 0.03%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 11.5%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 4%: clearly elevated (1.5–4%) — lean tail or misfire. NOx 280 ppm: moderate idle/light-load combustion temperature. λ 1.18: lean (≥1.05) — Brettschneider chemistry. Pattern: CO≈0 + O2↑ + HC normal → exhaust/sample air leak (master_gas_guide §8.1 row 2), not true lean.",,,,,,
CASE-030,Carbon deposits form mechanical air bypass around closed throttle plate; idle high at 1100RPM; TPS=0%; slight lean trim,25,0.1,14.0,0.8,50,1.05,5,8,,,1.03,,,,3.5,,,,,P0507,90,1100,15,,,,,normal,,petrol,,,,,,,single,Throttle_Body_Carbon_Idle_Speed_High,lean_condition,named_fault,0.67,0.87,,false,HC 25 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.1%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 14%: healthy without-cat reference (13–14.5%). O2 0.8%: typical pre-cat residual (0.5–1.5%). NOx 50 ppm: low — rich quench or idle without thermal load. λ 1.05: lean (≥1.05) — Brettschneider chemistry.,,,,,,
CASE-031,HPFP seal leak; fuel contaminates oil; PCV reintroduces via crankcase; rich at idle; trims maxed neg; P0087 low rail pressure,300,2.6,12.5,0.4,35,0.88,-20,-22,,,0.9,,,,3.5,,,,,P0087,90,800,18,,,,,normal,,petrol,gdi,,,,,,single,GDI_HPFP_Internal_Seal_Leak_Rich,rich_mixture,named_fault,0.70,0.90,,false,"HC 300 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 2.6%: clear rich (1.5–3% — combustion ran out of oxygen). CO2 12.5%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 0.4%: low — rich consumed the oxygen, or perfect stoich. NOx 35 ppm: low — rich quench or idle without thermal load. λ 0.88: rich (≤0.95) — chemistry says excess fuel. Pattern: CO↑ + O2↓ → classic rich (rule 1).",,,,,,
CASE-032,Turbo seal allows oil into intercooler; HC spikes only under boost pressure (>2500RPM at load); idle clean; no DTC,20,0.1,14.8,0.3,35,1.0,0,0,,,1.0,,,,3.5,,,,,,90,2800,70,,,,,normal,,petrol,gdi,,,,,,single,Turbo_Intercooler_Oil_Soak_HC_Under_Boost,lean_condition,named_fault,0.65,0.85,,false,"HC 20 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.1%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 14.8%: at or near the efficient ceiling (≥14.5% with cat). O2 0.3%: low — rich consumed the oxygen, or perfect stoich. NOx 35 ppm: low — rich quench or idle without thermal load. λ 1: in the catalyst window (0.97–1.03).",450,0.3,13.5,0.2,45,0.96
CASE-033,GDI injectors spray directly; no port wash; carbon on intake valves soaks cold-start fuel; FF ECT=25°C gates to cold mechanical fault,850,0.6,12.0,1.5,40,1.02,5,3,,,1.0,,,,3.2,,,,,P0300,25,800,20,,,,,cold,running_rough,petrol,gdi,,,,,,single,GDI_Intake_Valve_Carbon_Cold_Misfire,misfire,named_fault,0.70,0.90,,false,"HC 850 ppm: severe misfire / oil burn / catalyst failure band (>800 ppm). CO 0.6%: mild rich / pre-cat normal (0.5–1.5%). CO2 12%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 1.5%: typical pre-cat residual (0.5–1.5%). NOx 40 ppm: low — rich quench or idle without thermal load. λ 1.02: in the catalyst window (0.97–1.03).",,,,,,
CASE-034,Wastegate open; no boost builds; MAF_2500=8.0g/s (expected 14+); gas stays stoich (ECU adapts); VE<70%; P0299 underboost,25,0.08,14.0,0.5,40,1.0,0,0,,,1.0,,,,3.5,,,,,P0299,90,2800,65,,,,,normal,,petrol,gdi,,,,,,single,Turbo_Wastegate_Stuck_Open_Low_Boost,lean_condition,named_fault,0.65,0.85,,false,HC 25 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.08%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 14%: healthy without-cat reference (13–14.5%). O2 0.5%: typical pre-cat residual (0.5–1.5%). NOx 40 ppm: low — rich quench or idle without thermal load. λ 1: in the catalyst window (0.97–1.03).,30,0.06,13.8,0.8,45,1.02
CASE-035,Low-speed pre-ignition (LSPI) at high load low RPM; timing retarded to -12° to prevent engine damage; brief HC spike; warm engine required,600,0.5,13.0,0.3,55,0.95,-5,-3,,,0.97,,,,3.5,,,,,P0324,92,2000,90,,,,,normal,,petrol,gdi,,,,,,single,GDI_LSPI_PreIgnition_Knock_Retard,ignition_fault,named_fault,0.67,0.87,,false,"HC 600 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 0.5%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 13%: healthy without-cat reference (13–14.5%). O2 0.3%: low — rich consumed the oxygen, or perfect stoich. NOx 55 ppm: low — rich quench or idle without thermal load. λ 0.95: rich (≤0.95) — chemistry says excess fuel.",,,,,,
CASE-036,GDI injector tip deposits impair high-pressure atomisation under load; idle ok; lean at 2500RPM; LTFT+18% confirms,20,0.1,14.5,0.3,40,1.0,8,18,,,1.05,,,,3.5,,,,,P0171,90,2500,60,,,,,normal,,petrol,gdi,,,,,,single,GDI_Injector_Tip_Fouling_Lean_At_Speed,lean_condition,named_fault,0.67,0.87,,false,"HC 20 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.1%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 14.5%: at or near the efficient ceiling (≥14.5% with cat). O2 0.3%: low — rich consumed the oxygen, or perfect stoich. NOx 40 ppm: low — rich quench or idle without thermal load. λ 1: in the catalyst window (0.97–1.03).",60,0.05,13.0,2.0,200,1.12
CASE-037,Intercooler pipe split post-turbo; pressurised air bypasses MAF; ECU adds excess fuel; physical rich; MAF vs MAP mismatch,200,1.8,12.5,0.3,35,0.88,-10,-8,,,0.9,,,,3.5,,,,,P0234,90,800,20,,,,,normal,,petrol,gdi,,,,,,single,Turbo_Boost_Leak_Post_Turbo_Rich_Idle,rich_mixture,named_fault,0.65,0.85,,false,"HC 200 ppm: minor inefficiency band (50–250 ppm — pre-cat normal or marginal misfire). CO 1.8%: clear rich (1.5–3% — combustion ran out of oxygen). CO2 12.5%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 0.3%: low — rich consumed the oxygen, or perfect stoich. NOx 35 ppm: low — rich quench or idle without thermal load. λ 0.88: rich (≤0.95) — chemistry says excess fuel. Pattern: CO↑ + O2↓ → classic rich (rule 1).",,,,,,
CASE-038,GDI rail pressure=2MPa (target 5MPa); insufficient atomisation; lean misfire; HC=650 O2=3.8 = dead-cylinder signature; P0300,650,0.3,11.5,3.8,25,1.22,20,15,,,1.18,,,,3.5,,,,,P0300,90,800,20,,,,,normal,running_rough,petrol,gdi,,,,,,single,GDI_Fuel_Rail_Pressure_Drift_Lean_Misfire,misfire,named_fault,0.73,0.93,,false,"HC 650 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 0.3%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 11.5%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 3.8%: clearly elevated (1.5–4%) — lean tail or misfire. NOx 25 ppm: low — rich quench or idle without thermal load. λ 1.22: lean (≥1.05) — Brettschneider chemistry. Pattern: HC↑ + O2↑ + CO≈0 → lean misfire (rule 2): the fuel never lit.",,,,,,
CASE-039,Hybrid exits EV mode; ICE cold restart; enrichment strategy did not exit; ECT=65°C too high for enrichment to continue; hung in open loop,600,2.5,11.5,0.5,45,0.9,-10,5,,,0.92,,,,3.5,,,,,,65,900,25,,,,,cold,,petrol,gdi,,,,,,single,Hybrid_Cold_Restart_Enrichment_Hang,ecu_fault,named_fault,0.65,0.85,,false,"HC 600 ppm: real combustion problem (250–800 ppm = lean misfire, vacuum leak, or ignition fault). CO 2.5%: clear rich (1.5–3% — combustion ran out of oxygen). CO2 11.5%: depressed — real combustion deficit (rich, lean-misfire, or dilution). O2 0.5%: typical pre-cat residual (0.5–1.5%). NOx 45 ppm: low — rich quench or idle without thermal load. λ 0.9: rich (≤0.95) — chemistry says excess fuel. Pattern: CO↑ + O2↓ → classic rich (rule 1).",,,,,,
CASE-040,BOV diaphragm torn; rich spike only during gear shift pressure release; gas at idle and 2500 both normal; FF needed at shift moment,12,0.06,15.2,0.2,22,1.0,0,0,,,1.0,,,,3.5,,,,,P0234,90,800,18,,,,,normal,,petrol,gdi,,,,,,single,Turbo_BOV_Tear_Rich_Spike_Gear_Change_Only,rich_mixture,named_fault,0.57,0.77,,false,"HC 12 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.06%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 15.2%: at or near the efficient ceiling (≥14.5% with cat). O2 0.2%: low — rich consumed the oxygen, or perfect stoich. NOx 22 ppm: low — rich quench or idle without thermal load. λ 1: in the catalyst window (0.97–1.03).",20,0.08,14.5,0.3,28,1.0
CASE-041,Exhaust leak at probe tip dilutes sample with air; CO2+O2=16.0% appears ok but O2>>3% and CO2<10%; Lambda_Gas=1.8 physically impossible,10,0.03,7.5,8.5,5,1.8,,,,,,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,INVALID_Sample_Dilution_Exhaust_Leak_Probe,invalid_input,invalid_input,0.0,0.35,,false,"HC 10 ppm: clean burn (≤50 ppm post-cat ceiling per master_gas_guide §2). CO 0.03%: consistent with stoich or post-cat clean-up (≤0.5%). CO2 7.5%: severely depressed (<11% — large rich/lean misfire or sample dilution). O2 8.5%: severe lean / large misfire / air leak (>4%). NOx 5 ppm: low — rich quench or idle without thermal load. λ 1.8: cranking / no-combustion shape (master_gas_guide §3 rule 8 — route to non-starter pipeline). Pattern: CO≈0 + O2↑ + HC normal → exhaust/sample air leak (master_gas_guide §8.1 row 2), not true lean.",,,,,,
CASE-043,O2 reads 0.0% under all conditions including open-air; electrochemical O2 cell depleted; lambda calc invalid without O2; replace cell,12,0.1,15.2,0.0,25,0.985,,,,,,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,FAIL_Analyzer_O2_Cell_Depletion,invalid_input,invalid_input,0.0,0.35,,false,"Analyser O2 channel reads non-physically low even with the probe in clean air; the electrochemical O2 cell has depleted (master_gas_guide §6). Replace the cell — until then, lambda from this analyser is biased rich and any rich/lean diagnosis derived from it is invalid.",,,,,,
CASE-045,Rich gasoline misfire produces H2; non-dispersive infrared CO cell cross-reacts with H2; CO reading artificially elevated; check NDIR cell selectivity,1200,4.5,12.5,3.5,20,,,,,,,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,WARN_H2_CrossSensitivity_False_CO_Reading,sensor_fault,warning,0.85,0.99,,false,Apparent CO is biased high because the electrochemical CO cell is reacting to H2 produced by hot rich combustion (master_gas_guide §6 cross-channel sanity rail). NDIR or H2-compensated cell required to read the true CO; trust λ from the full Brettschneider equation rather than the cell value.,,,,,,
CASE-046,CO2 exceeds physical maximum (~16%); analyzer calibration drift or NDIR saturation; recalibrate with reference gas; all readings suspect,25,0.5,19.5,0.1,40,,,,,,,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,INVALID_CO2_Over_Range_Analyzer_Calibration_Drift,invalid_input,invalid_input,0.0,0.35,,false,CO2 reading exceeds the ~16% theoretical maximum for gasoline (master_gas_guide §6 sanity rail). NDIR bench calibration drift or analyser saturation; recalibrate against reference gas before any diagnosis. All gas channels are suspect until calibration is verified.,,,,,,
CASE-047,"Classic open-air sentinel: O2=20.9% atmospheric, CO2=0%, all combustion gases absent; probe not in exhaust",0,0.0,0.0,20.9,0,,,,,,,,,,,,,,,,,,,,,,,normal,,petrol,,,,,,,single,INVALID_Probe_In_Open_Air_Sentinel,invalid_input,invalid_input,0.0,0.35,,false,"HC ~0, CO ~0, CO2 ~0, O2 ≈ 20.9% (ambient air) — sample is atmospheric; probe is not in the tailpipe. Master_gas_guide §2 O2 rail: 'O2 ≈ 20.9% with HC=0, CO=0, CO2 ≈ 0.04% → no combustion'. The validator must reject this as INVALID before any inference; the open-air sentinel exists to prove probe placement.",,,,,,
CASE-048,Readings oscillate ±1-2% while engine is steady; analyzer NDIR cells not at thermal equilibrium; allow 5-minute warm-up; avoid diagnosis until stable,200,0.5,14.0,1.5,40,,,,,,,,,,,,,,,,,,,,,,,cold,,petrol,,,,,,,single,WARN_Analyzer_Thermal_Drift_Not_Warmed_Up,sensor_fault,warning,0.85,0.99,,false,Gases drift ±1–2% with the engine in steady state; analyser NDIR cells are not yet at thermal equilibrium (master_gas_guide §6 sanity rail — analyser warm-up incomplete). Allow ≥5-min warm-up; readings are non-diagnostic until stable.,,,,,,
case_001,Classic false-lean DTC (P0171) with rich tailpipe gas,220,3.5,11.8,0.5,120,0.92,25,22,,,1.12,lean,,,,850,90,,,P0171,,,,,,,,normal,running_rough,,,,,,,,single,ECU_Logic_Inversion_False_Lean,ecu_fault,named_fault,0.5,0.85,,true,"HC 220 ppm: modest rise from rich incomplete burn (excess fuel exits as raw HC). CO 3.5%: clear rich signature, oxygen-starved combustion (richmixture.pdf row 1). CO2 11.8%: depressed below 14.5+ ceiling because rich burn is inefficient. O2 0.5%: low, the excess fuel consumed almost all available oxygen. NOx 120 ppm: low, rich quenches peak combustion temperature. λ 0.92: Brettschneider chemistry says rich (and is misfire-immune, lambda.pdf), contradicting ECU λ=1.12 with +25% trims — canonical false-lean perception inversion.",,,,,,
case_002,Cold-start enrichment without DTC mimicking rich fault,450,2.1,10.5,1.2,80,0.95,0,0,,,0.98,,,,,1200,5,,,,5,1200,35,45,,,,cold,hard_start_cold,,,,,,,,single,rich_mixture,rich_mixture,named_fault,0.2,0.45,cold-start enrichment,false,"HC 450 ppm: elevated but consistent with cold-start open-loop enrichment, fuel droplets not fully vaporised. CO 2.1%: typical cold-enrichment richness rather than a mechanical fault at ECT=5°C. CO2 10.5%: depressed because cold-chamber combustion is inefficient. O2 1.2%: slightly elevated — cold burn leaves residual air. NOx 80 ppm: low, cold chamber never reaches NOx-forming temperature. λ 0.95: mildly rich, exactly what the ECU commands during warm-up — the cold-start gate must demote mechanical-rich faults.",,,,,,
case_003,Borderline lean with slight vacuum leak (L1 only),80,0.05,13.5,2.8,350,1.06,,,,,,,,,,850,90,,,,,,,,,,,normal,running_rough,,,,,,,,single,lean_condition,,named_fault,0.3,0.55,,,"HC 80 ppm: slightly elevated from incipient lean-misfire pulses. CO 0.05%: near zero — lean burn has surplus oxygen so no rich CO. CO2 13.5%: depressed because the lean burn loses efficiency. O2 2.8%: well above the 1.5% ceiling, classic lean tail. NOx 350 ppm: mildly elevated — lean chamber runs hotter (HC↔NOx anti-correlation). λ 1.06: chemistry says lean (>1.05), consistent with a small vacuum leak; L1-only must still return lean_condition.",,,,,,
case_004,P0420 with normal post-cat O2 and clean gases (false catalyst DTC),10,0.01,14.8,0.3,20,1.0,3,2,,,1.0,,0.45,,,850,90,,,P0420,,,,,,,,normal,,,,,,,,,single,sensor_fault,sensor_fault,named_fault,0.4,0.7,catalyst_healthy,,"HC 10 ppm: near zero — meets the post-cat ≤50 ppm reference (lambda.pdf §6.1). CO 0.01%: essentially zero, well inside the ≤0.5% post-cat window. CO2 14.8%: at the efficient ceiling. O2 0.3%: minimal residual oxygen, stoichiometric. NOx 20 ppm: low at idle as expected. λ 1.00: dead-centre of the 0.97–1.03 catalyst window; chemistry contradicts the P0420 DTC, pointing at a faulty post-cat O2 sensor rather than a real catalyst failure.",,,,,,
case_005,P0301 misfire cylinder 1 with high HC and normal CO,1500,0.8,12.0,1.5,200,1.04,5,4,,,1.0,,,,,800,90,,,P0301,90,800,20,30,5,,,normal,,,,,,,,,single,misfire,misfire,named_fault,0.55,0.85,,,HC 1500 ppm: huge spike — raw fuel from cylinder 1 exits unburned. CO 0.8%: moderate; the dead cylinder dumps fuel without completing combustion. CO2 12.0%: depressed because one cylinder contributes nothing. O2 1.5%: slightly elevated — the dead cylinder's air escapes unused. NOx 200 ppm: moderate — the working cylinders still burn hot. λ 1.04: mildly lean overall because the dead cylinder's air passes through unreacted — a single-cylinder misfire fingerprint.,,,,,,
case_006,Non-starter with no fuel delivery (cranking),0,0,0.04,20.9,0,2.5,0,0,,,1.0,,,,,200,,,,P0230,,,,,,,,,non_starter,,,,,,,,single,ns_no_fuel,non_starter,named_fault,0.85,0.99,,,"HC 0: no fuel reaching the chamber — nothing to leak as raw HC. CO 0%: no combustion, no partial-burn product. CO2 0.04%: atmospheric — nothing burned. O2 20.9%: ambient air, unconsumed because no spark/fuel reaction. NOx 0 ppm: no combustion temperature. λ >2: chemistry confirms zero combustion; routes to non-starter no-fuel pipeline (P0230 corroborates).",,,,,,
case_007,"Non-starter lean no-start (spark, weak fuel)",300,0.02,4.0,16.0,10,1.35,0,0,,,1.0,,,,,300,,,,,,,,,,,,,lean_no_start,,,,,,,,single,ns_lean_no_start,non_starter,named_fault,0.7,0.9,,,HC 300 ppm: some fuel reaches the chamber but barely lights. CO 0.02%: almost no rich product — combustion never sustains. CO2 4.0%: far below normal because most charges fail to ignite. O2 16.0%: most of the intake air comes straight through. NOx 10 ppm: too cold to form. λ 1.35: extremely lean — lean-misfire no-start; non-starter pipeline picks this up without a fuel-pump DTC.,,,,,,
case_008,Dual-bank lean on Bank 2 only (V-engine intake leak),60,0.1,14.2,1.8,250,1.03,2,1,28,26,1.0,,,,,850,90,,,P0174,,,,,,,,normal,,,,,,,,,dual,bank_specific_fault,lean_condition,named_fault,0.3,0.65,bank 2 lean,,"HC 60 ppm: low at the common tailpipe because half the cylinders burn cleanly. CO 0.1%: minimal, no rich offset. CO2 14.2%: only mildly depressed since most cylinders combust normally. O2 1.8%: slightly elevated from bank 2's lean air slipping through. NOx 250 ppm: moderately elevated, hot lean burn on the affected bank. λ 1.03: only mildly lean overall because bank 1 dilutes bank 2's signature; bank-specific trims (B2 +28%) reveal the isolated leak.",,,,,,
case_009,Wideband sensor drift (false lean) covered by P0053,30,0.2,14.5,0.8,80,1.01,0,0,,,0.96,,,,,850,90,,,P0053,,,,,,,,normal,,,,,,,,,single,Wideband_Heater_Cold_Safe_Map,sensor_fault,named_fault,0.4,0.7,,true,"HC 30 ppm: clean burn, no combustion problem. CO 0.2%: slightly elevated — possibly residual from open-loop fallback map. CO2 14.5%: at the healthy ceiling. O2 0.8%: below 1.5%, normal post-burn residue. NOx 80 ppm: typical idle. λ 1.01: chemistry says stoich; ECU λ=0.96 plus flat trims (sensor in open-loop due to P0053) is the wideband-heater-fault contradiction.",,,,,,
case_010,P0420 with oil-burning catalyst poisoning (oil_consumption=high),180,0.3,13.8,1.0,400,1.01,5,4,,,1.0,,,,,2500,95,,,P0420,95,2500,,,,,,normal,,,,,,,high,,single,Catalyst_Inefficiency,catalyst_failure,named_fault,0.4,0.65,oil burning,,"HC 180 ppm: moderately elevated; cat is failing to scrub, with oil-vapour HC slipping through. CO 0.3%: low — mixture itself is fine. CO2 13.8%: slightly depressed as the cat is no longer fully oxidising leftovers. O2 1.0%: normal stoich tail. NOx 400 ppm: modestly elevated, the rear cat's reduction stage no longer strips N. λ 1.01: feed gas is balanced — issue is downstream cat efficiency, very plausibly poisoned by oil consumption.",,,,,,
case_011,Garbage DTC string (invalid input),50,0.1,14.0,1.5,100,1.01,0,0,,,1.0,,,,,850,90,,,GARBAGE,,,,,,,,normal,,,,,,,,,single,invalid_input,,invalid_input,,,Unrecognised DTC,,HC 50 ppm: normal idle. CO 0.1%: normal. CO2 14.0%: healthy. O2 1.5%: at the upper edge of normal. NOx 100 ppm: typical. λ 1.01: stoich. Gases are clean; the test exists to verify the validator rejects an unrecognised DTC string before any inference runs.,,,,,,
case_012,"Freeze-frame from past P0303 misfire, current idle clean",20,0.05,14.6,0.5,,1.0,,,,,1.0,,,,,850,90,,,,90,3200,75,85,-8,-5,P0303,normal,none,,,,,,,,single,no_fault,,insufficient_evidence,0.1,0.45,,,"HC 20 ppm: clean idle, current combustion is healthy. CO 0.05%: near zero. CO2 14.6%: at the efficient ceiling. O2 0.5%: minimal residual, perfect stoich. NOx unmeasured at idle (cold-channel reading is non-diagnostic). λ 1.00: chemistry confirms a clean current burn; the historical freeze-frame P0303 from highway load should raise the ignition prior, not override the clean L1 result.",,,,,,
case_013,P0172 (rich DTC) with lean gases (false-rich perception),40,0.02,14.0,3.0,500,1.08,-20,-18,,,0.92,,,,,850,90,,,P0172,,,,,,,,normal,,,,,,,,,single,ECU_Logic_Inversion_False_Rich,ecu_fault,named_fault,0.5,0.85,,true,"HC 40 ppm: normal/low — no rich misfire happening. CO 0.02%: near zero, nothing rich is happening. CO2 14.0%: slightly depressed because mixture is actually lean. O2 3.0%: clearly elevated, lean tail. NOx 500 ppm: elevated from hotter lean combustion. λ 1.08: chemistry says lean; ECU sees rich (OBD λ=0.92, trims -20%) and is pulling fuel — the false-rich mirror of Case 1.",,,,,,
case_014,"Altitude suppression check (high altitude, normal CO)",55,0.3,12.0,2.0,150,1.0,,,,,,,,,,850,90,,,,,,,,,,,normal,,,,high,,,,,single,no_fault,,insufficient_evidence,0.0,0.3,,,"HC 55 ppm: within normal. CO 0.3%: slightly elevated but consistent with thinner air at altitude (less complete burn). CO2 12.0%: mildly depressed because thin air reduces combustion efficiency at altitude. O2 2.0%: slightly elevated, partly because the altitude air is less dense. NOx 150 ppm: modest, not a thermal-runaway signature. λ 1.00: stoich; the altitude_band=high context must scale CO/O2 thresholds so the row is not misread as rich or lean.",,,,,,
